URN, Image Reference
urn:cts:greekLit:tlg0012.tlg001.msA:11.21, urn:cite:hmt:vaimg.VA137VN-0639@0.459,0.6246,0.433,0.024
urn:cts:greekLit:tlg0012.tlg001.msA:11.22, urn:cite:hmt:vaimg.VA137VN-0639@0.461,0.6411,0.372,0.0255
urn:cts:greekLit:tlg0012.tlg001.msA:11.23, urn:cite:hmt:vaimg.VA137VN-0639@0.461,0.6607,0.403,0.024
urn:cts:greekLit:tlg0012.tlg001.msA:11.24, urn:cite:hmt:vaimg.VA137VN-0639@0.457,0.6749,0.395,0.0278
urn:cts:greekLit:tlg0012.tlg001.msA:11.25, urn:cite:hmt:vaimg.VA137VN-0639@0.459,0.6944,0.388,0.027
urn:cts:greekLit:tlg0012.tlg001.msA:11.26, urn:cite:hmt:vaimg.VA138RN-0310@0.169,0.2177,0.416,0.024
urn:cts:greekLit:tlg0012.tlg001.msA:11.27, urn:cite:hmt:vaimg.VA138RN-0310@0.168,0.2387,0.403,0.0225
urn:cts:greekLit:tlg0012.tlg001.msA:11.28, urn:cite:hmt:vaimg.VA138RN-0310@0.173,0.2583,0.355,0.024
urn:cts:greekLit:tlg0012.tlg001.msA:11.29, urn:cite:hmt:vaimg.VA138RN-0310@0.17,0.2763,0.39,0.0248
urn:cts:greekLit:tlg0012.tlg001.msA:11.30, urn:cite:hmt:vaimg.VA138RN-0310@0.168,0.2973,0.394,0.0225
urn:cts:greekLit:tlg0012.tlg001.msA:11.31, urn:cite:hmt:vaimg.VA138RN-0310@0.17,0.3176,0.38,0.0188
urn:cts:greekLit:tlg0012.tlg001.msA:11.32, urn:cite:hmt:vaimg.VA138RN-0310@0.17,0.3311,0.429,0.0263
urn:cts:greekLit:tlg0012.tlg001.msA:11.33, urn:cite:hmt:vaimg.VA138RN-0310@0.172,0.3536,0.408,0.0248
urn:cts:greekLit:tlg0012.tlg001.msA:11.34, urn:cite:hmt:vaimg.VA138RN-0310@0.168,0.3694,0.386,0.0278
urn:cts:greekLit:tlg0012.tlg001.msA:11.35, urn:cite:hmt:vaimg.VA138RN-0310@0.151,0.3919,0.43,0.0263
urn:cts:greekLit:tlg0012.tlg001.msA:11.36, urn:cite:hmt:vaimg.VA138RN-0310@0.155,0.4122,0.42,0.0255
urn:cts:greekLit:tlg0012.tlg001.msA:11.37, urn:cite:hmt:vaimg.VA138RN-0310@0.156,0.4287,0.415,0.0293
urn:cts:greekLit:tlg0012.tlg001.msA:11.38, urn:cite:hmt:vaimg.VA138RN-0310@0.16,0.4497,0.426,0.024
urn:cts:greekLit:tlg0012.tlg001.msA:11.39, urn:cite:hmt:vaimg.VA138RN-0310@0.166,0.4692,0.431,0.0255
urn:cts:greekLit:tlg0012.tlg001.msA:11.40, urn:cite:hmt:vaimg.VA138RN-0310@0.155,0.4872,0.446,0.0255
urn:cts:greekLit:tlg0012.tlg001.msA:11.41, urn:cite:hmt:vaimg.VA138RN-0310@0.164,0.5053,0.448,0.0263
urn:cts:greekLit:tlg0012.tlg001.msA:11.42, urn:cite:hmt:vaimg.VA138RN-0310@0.161,0.5248,0.423,0.0255
urn:cts:greekLit:tlg0012.tlg001.msA:11.43, urn:cite:hmt:vaimg.VA138RN-0310@0.168,0.542,0.453,0.0255
urn:cts:greekLit:tlg0012.tlg001.msA:11.44, urn:cite:hmt:vaimg.VA138RN-0310@0.163,0.5638,0.453,0.0233
urn:cts:greekLit:tlg0012.tlg001.msA:11.45, urn:cite:hmt:vaimg.VA138RN-0310@0.156,0.5788,0.433,0.0248
urn:cts:greekLit:tlg0012.tlg001.msA:11.46, urn:cite:hmt:vaimg.VA138RN-0310@0.164,0.5991,0.406,0.024
urn:cts:greekLit:tlg0012.tlg001.msA:11.47, urn:cite:hmt:vaimg.VA138RN-0310@0.161,0.6164,0.409,0.0248
urn:cts:greekLit:tlg0012.tlg001.msA:11.48, urn:cite:hmt:vaimg.VA138RN-0310@0.161,0.6359,0.456,0.0263
urn:cts:greekLit:tlg0012.tlg001.msA:11.49, urn:cite:hmt:vaimg.VA138RN-0310@0.164,0.6562,0.4,0.0225
urn:cts:greekLit:tlg0012.tlg001.msA:11.50, urn:cite:hmt:vaimg.VA138RN-0310@0.164,0.6727,0.394,0.0285
urn:cts:greekLit:tlg0012.tlg001.msA:11.51,
urn:cts:greekLit:tlg0012.tlg001.msA:11.52,
urn:cts:greekLit:tlg0012.tlg001.msA:11.53,
urn:cts:greekLit:tlg0012.tlg001.msA:11.54,
urn:cts:greekLit:tlg0012.tlg001.msA:11.55,
urn:cts:greekLit:tlg0012.tlg001.msA:11.56,
urn:cts:greekLit:tlg0012.tlg001.msA:11.57,
urn:cts:greekLit:tlg0012.tlg001.msA:11.58,
urn:cts:greekLit:tlg0012.tlg001.msA:11.59,
